message_id,text
713361814394912768,Gaz Coombes of Supergrass. Amazing show! #moving #supergrass @ Rockwood Music Hall https://t.co/8ft8IkYrro
713361827812474880,TGIF @ The Bushwick Collective https://t.co/5OpbDnABy2
713361834317717504,"#TGIF Art: ""Good Friday Blossoms Away"" So nice to see spring sprouting for this #Easter weekend.… https://t.co/sbWf04XjO0"
713361837731893248,"We're #hiring! Read about our latest #job opening here: Shift Supervisor - https://t.co/zwjguV2QN3 #Ridgefield, NJ #Hospitality #CareerArc"
713361850218360832,THIS SATURDAY❗March 26th 🎬🔥🔥🎯 #803Lounge #MardiGrasParty ♈♈🎭🎊 #ARIES @djcalical x iamdjchronic x… https://t.co/w71aSgc2XZ
713361915687342080,"Si algo buena te pasa, viaja para celebrar, si algo malo te pasa,… https://t.co/Bdz4dLH2G9"
712389631459794945,"Interested in a #OpenSource #job near #NewYork, NY? This could be a great fit: https://t.co/kfYTefw0sv #Veterans #Hiring #CareerArc"
721091528526073857,"I'm at @Petco in New York, NY https://t.co/PraPP77bBA"
713361933181693952,"Want to work at Robert Half Finance &amp; Accounting? We're #hiring in #SaddleBrook, NJ! Click for details: https://t.co/2jMeVvwiFn #Job #Jobs"
713363387091197953,Albeit is devoted to everyday glamour and the belief that confidence is a woman's greatest… https://t.co/9IwJZlYIlI
713361957353598977,Trotters!! @mhumelsine #pig #pigsofinstagram #piggy #feet #pork #chef #chefshanzi… https://t.co/ETJxA9GySE
713361991016943617,"We're #hiring! Click to apply: Lead Maintenance Technician - https://t.co/mqkW7snEPY #Job #nowhiring #NewYork, NY https://t.co/ygw3uNj8P0"
713362026991525888,"We're #hiring! Read about our latest #job opening here: Barista (US) - https://t.co/HpFkEQ93uQ 360 ROUTE 17 NORTH, #PARAMUS, NJ #Veterans"
713362035522732032,Refresh the Resonant Heads  https://t.co/IzCzwyeAJI
713362053071634434,"Theo and his bag @ Astoria, Queens https://t.co/nv4t9FEVuf"
713362057475792896,"I'm at @DunkinDonuts in New York, NY https://t.co/15wnD5t1ua"
713362057588903936,"{ 💁🏼 blonde ambition } I've never been particularly loyal to any one colorist, but all that… https://t.co/Dxzjc8VZ4k"
713363857461280768,Is it EOD yet? @ Proper West https://t.co/sNrx63w7tR
713362068230029316,Nakazzi Hutchinson's masks are still available. #calabarimports #brooklyn #Harlem #nyc… https://t.co/mLjuYwWehU
713362147405905920,Adrien Broner: Violent Robbery with a Gun  https://t.co/UaOJqcN8FA
713362147775029248,Hungry men! #daddyandson @ Royal Coach Diner https://t.co/ONwee8HcE6
713362189525057536,"❤️🇺🇸 (@ American Museum of Natural History - @amnh in New York, NY) https://t.co/87cCbcD1ZX"
713362250900365312,#redfriday #remembereveryonedeployed #kessiejeepfarm #kjfstyle #neverquit #neverforget #kjfstyle… https://t.co/oqA7y4sbvQ
713362259825680384,"#CareerArc #Healthcare #Job alert: Pharmacy Technician – Target Store | CVS Health | #Brooklyn, NY https://t.co/YFvME8gRPO #Jobs #Hiring"
713362299461865473,Wake up and smell the #glutenfree #chocolate #cake we have just decorated because it looks… https://t.co/86SC7zNGzN
713362306139185152,This #CustomerService #job might be a great fit for you: Part Time or Full Time Retail Customer Service... - https://t.co/w1SS2psjcx
713362345364291584,#LacapitaldelMundo #newyorknewyork #vistaespectacular #desdeelcielo #desdeelaire #phototheday… https://t.co/vbGMH45bdu
713362512650092545,Friday morning in Manhattan. Tuning out the hubbub and sipping peppermint tea.  #newyorknewyork… https://t.co/mvYF4q8gWb
713362515305054208,"Yok bugün manhatten dan gelemiyorum (@ GameChanger World Headquarters - @gcsports in New York, NY) https://t.co/FjAQKUCVd7"
713362556115623937,This is how klaradarling and I #selfie in my lobby. @ New York City - Upper East Side https://t.co/9bNztqzGp8
713362565766598656,"Kind of love it when they wrap the interior of the subway. That there is the S @ New York, New York https://t.co/zfHIoKOdG7"
713362593629544448,"I'm at Starbucks in New York, NY https://t.co/BKwdllouCA"
713362634460934144,"See our latest #NewYork, NY #job and click to apply: National Account Executive II¸ Liberty Mutual Benefits¸... - https://t.co/2sWad1MNKj"
713362724084776960,"See our latest #EastOrange, NJ #job and click to apply: Live In - Home Health Aide Certification - https://t.co/HUMa8of7Xq #Nursing #Hiring"
713362724609200128,"Hoy recorremos el Parque más  grande del mundo, Central Park con @marta_varon (at @CentralParkNyc in New York, NY) https://t.co/sdYk4zndEC"
713362733350133760,"Carrying a 40 inch smart TV up a few flights isn't how I wanted my day to go, but here I am. (@ Lower Manhattan) https://t.co/CWu19MqfDd"
713362744058228737,The Jerk &amp; Mango sauces by Jules Gourmet Foods are simply AMAZING !!  You have to grab a bottle… https://t.co/89kGRVTpAk
713362770410864643,Rehearsal warehouse. @ Mana Contemporary https://t.co/ufPlfARfFC
713362828346806272,First magnolias to come to life this year. #brooklynbotanic #magnolia #magnoliaflower #brooklyn… https://t.co/eOYOee92Nf
713362830729150465,"CVS Health #Retail #Job: Retail Store Positions (#NewYork, NY) https://t.co/Y38Z7BdEuL #Jobs #Hiring #CareerArc"
713364510011224064,From the Jersey side... #goodmorning #newyork #newjersey #cloudysky #beautifulday… https://t.co/nvbhCiG9Ym
713362865793568769,"Join the CVS Health team! See our latest #Retail #job opening here: https://t.co/GGAdO9gJS6 #Tenafly, NJ #Hiring #CareerArc"
713362909162840064,#newyorkcity #newyorkcityraw #dope #hello #helloworld #doubletap… https://t.co/UYreyzG87z
713362913407291392,"Can you recommend anyone for this #job? Impressive Consulting Firm Seeks Tax Manager - https://t.co/qKCRFs8wlV #NEWYORK, NY #Accounting"
713363050959536128,"HMSHost: Barista (#Ridgefield, NJ) https://t.co/0pg1GGS5YB #Hospitality #Job #Jobs #Hiring #CareerArc"
713363174641242113,"TODAY, #Friday #March25 is #International #Waffle #Day! We will have #FIVE, yes #Five #waffle… https://t.co/ZkGyeOzwnV"
713363189052809216,"Interested in a #Insurance #job near #NewYork, NY? This could be a great fit: https://t.co/HiQjCrCXwK #Hiring #CareerArc"
713363195809894400,Exclusive tour of THE FEDERAL RESERVE 💵💴💶💷💸💱💰💲 ... no pics inside so… https://t.co/kx7kJFzlYQ
713363216810663936,#berryblast #smoothie #dairyfree #paleodrink #paleo #paleoflow #paleogrub #cavewomandrinking… https://t.co/E1Jp7jZ3iE
713363283567202308,"Can you recommend anyone for this #job? Maintenance Technician - https://t.co/7zF5GteJQs #nowhiring #NewYork, NY https://t.co/dJ4X31t2bJ"
713363304232538112,Beautiful day in #Centralpark - always one of my favorite places! @ Central Park https://t.co/WZldCepNgL
713363304605958144,Just posted a photo @ Riverdale YM-YWHA https://t.co/kRKCqT945D
713363314227580928,I'm so tired of classless 2016 presidential election #rupaulforpresident #fierce Judge  Judy VP!… https://t.co/YXzNPfJMTO
713363322192666624,#fruit #shopping @ New Generation Produce Corp https://t.co/H8ZOijjMj0
713363334037422081,We're looking for the most talented ladies of all the land to star in a show about themselves..… https://t.co/NHHPboFPaP
713363338147659776,"#Healthcare alert: Unit Secretary / Monitor Technician - Full Time Night -... | Kindred Hospital | #Wayne, NJ https://t.co/dh80jdL3Ly"
713363661000081408,"#Clerical #Job in #NEWYORK, NY: Front Desk Coordinator at OfficeTeam https://t.co/6FYirChEwK #Jobs #Hiring #CareerArc"
713363341104717824,"We're #hiring! Click to apply: Senior Inventive Scientist (Labs Big Data Research) - https://t.co/xKQExTY755 #Engineering #NewYork, NY #Job"
713364219048148992,Just posted a photo @ Riverdale YM-YWHA https://t.co/DzCNlUPohL
713363404518518784,.@kaitlynsoares &amp; I are really killing this Friday morning thing. #citygirlstateside (@ The Bagel Store) https://t.co/lu6zoOe2HP
713363423162007553,Last night was filled with all types of women revealing so many heartfelt stories. Thank you… https://t.co/Iz11jHBXtj
713363433140449280,@australia x @cntraveller x @BluestoneLane   An honor to be chosen to collaborate… https://t.co/uHgkQ22Jwg
713363434604269568,Thank you @wourivice #rp Thank God.  I want the tshirt!!!! @ The Gym https://t.co/rMqF4ObQne
713363436181331968,It's already been 2 weeks since I set foot in NYC for the first time 👠🚕🗽 More photos on the blog… https://t.co/0plfjJEzDC
713363475465043969,"Meredith Corporation: Associate Digital Food Editor - Martha Stewart (#NewYork, New York) https://t.co/l2s0CxfTI8 #Writing #Job #Jobs"
713363550253637632,Good Morning 🗽 #newyorkcity #highlinenyc @ Highline. https://t.co/JTMqApk30y
713364639699042304,Refresh the Resonant Heads  https://t.co/IzCzwxWZSa
713363563977383936,TD Bank US: Senior Manager Technology Delivery / Partner Mgmt (NY) https://t.co/Qsd57ZSA2H #Banking #Job #Jobs #Hiring #CareerArc
713363590389047296,Martina Mcbride da GOAT tbqh
713363591316054016,H A P P Y F R I D A Y 🔥 🔥 🔥 THANK YOU Mr. CAVILL 👅 Batman Vs. Superman - a must see!!!… https://t.co/d75EDBnSJ1
721092741917241344,Just posted a photo @ Ellis Island https://t.co/eHMmryBtoP
713363613084463104,@JonKalaj @connalfoye @dylannpitt if its fake ill make it myself
713363639340765188,"Multitasking #inthahood   Whateverittakestoaffordthiscityville @ New York, New York https://t.co/bEI3W9PMux"
713363652410269696,Adio vea eí monumento @ Statue Of Liberty at Liberty Island https://t.co/TMDtvnNi3Q
713363660454891520,Good morning !!! @ Jacob K Javits Convention Center https://t.co/XUmvdGR5cb
713367331548880896,https://t.co/KwiTb0YNx9
713363663315316737,"Can you recommend anyone for this #job? Systems Engineer - Cloud - https://t.co/RD3yibmCjv #NewYork, NY #IT #Hiring #CareerArc"
713363698727911424,Touring with Tyler. Stop #1 (@ NYU Jeffrey S. Gould Welcome Center (Shimkin Hall)) https://t.co/BeujErpMSS https://t.co/xyGskp2udg
713363788393742336,Keeping an eye out to make sure nobody's abusing their water privileges #TheRegulator #BossBitch… https://t.co/2fPrw56TnO
713363791480655873,"Interested in a #Art #job near #NewYork, NY? This could be a great fit: https://t.co/vKZWSYjvbH #Hiring #CareerArc"
713363799936356352,"We're #hiring! Click to apply: Bilingual Treasury Administrative Assistant@Major Bank(NYC) - https://t.co/JrviymHTXo #Banking #NewYork, NY"
713363800746029058,reunited❤️ @ Tijuana Picnic NYC https://t.co/6tw9GFcQWR
713363804696870912,#rougharoundtheedgesmarketingmediaandevents #anywhereandeverywhere #fun #industryevent… https://t.co/lb6OQceaqr
713363823269396480,"#GoodTiming (at @Fueled Collective in New York, NY) https://t.co/gpWjSkirAx"
713363849856942081,"Can you recommend anyone for this #job? Baker - Night - https://t.co/k14riLe0aQ #parttime #Montclair, NJ #Hospitality #Veterans #Hiring"
713363914210279424,Truly a triumph of engineering @ Grand Central Terminal https://t.co/NSSzNZLOA4
713363924696055809,"I'm at @DunkinDonuts in New York, NY https://t.co/G15ggdF6bS"
713363963094900737,#teatime with a view of central park ☺️ @ Central Park https://t.co/OS4a1xgAbj
713363981965082625,"New York City, NY | March 18, 2016 Adam Coon, 285 lbs. from The Faces of College Wrestling,… https://t.co/hitBoU4P5y"
713364069697380352,Just posted a photo @ Riverdale YM-YWHA https://t.co/0COadJ9z7h
713364084943499265,"See our latest #StatenIsland, NY #job and click to apply: Retail Store Positions - https://t.co/N8MZjpCj9Z #Retail #Hiring #CareerArc"
713364086571016192,Subway #book fairy strikes again! Someone drops off #fiction for the taking at 86th street… https://t.co/mpFidfQB6X
713364121710931968,Just posted a photo @ Applebee's Times Square https://t.co/HZhWcXsKGd
713364136126779392,"Metiendo primera (at @DunkinDonuts in Long Island City, NY) https://t.co/SdEEUwTJNb https://t.co/WogbYkksuH"
713364147375841280,Just posted a photo @ Riverdale YM-YWHA https://t.co/ThqEkHR6uc
713364161263235072,"I'm at The 47th Street Theatre - @nymf in New York, NY https://t.co/h6ZPReODnf"
713364265978048512,"Join the HMSHost team! See our latest #Hospitality #job opening here: https://t.co/3BB5kk7Hdg #Jamaica, NY #Hiring #CareerArc"
713364271762120704,"4 Big #Anaerobic #circuits &amp; Finished off with #Abs 😰😈 hr &amp; a half killer routine, 10 mins steam… https://t.co/TbOY2MsI5g"
713364281560051712,Just posted a photo @ Riverdale YM-YWHA https://t.co/9ZGsJDMyef
713364307355045888,#humblegrind Friday edition. Join #restorationsbx for our sidewalk service this eve at 6. If it… https://t.co/jUFCsMB2Gi
713364306851729408,"We made it fam (at @MBoothPr in New York, NY w/ @laurenarthur) https://t.co/AWk8BNuRUb https://t.co/z0HKrQm01I"
713364310517526528,"Looking forward to playing again Dead Space on Xbox One, Great game, highly recommended!! https://t.co/3TRQUhRPQA"
713364359259549696,I'm sorry mister #Trump but I'm gonna have to disagree the food was amazing @ Waverly Inn https://t.co/XutCfAeLlR
713364364909277185,"#cherryblossom season in #Brooklyn @ Brooklyn, New York https://t.co/9CGZll5QwW"
713364386488852480,On my way to work! I love #nyc. #newyork and back to #texas before most start there day. @… https://t.co/nHp9uPtcQw
713364391106887680,"#March25 #vibes #YouGoGirl  🙋🏼💪🏼👊🏼💥🙈🐣🐙🤗🎉🍰🍾 #birthday @ New York, New York https://t.co/R3lXhFsrHs"
713364400778948608,"Check Wilhelmina Artist Sharaya J this Sunday, And you know it's goin down..  @Sharaya_J… https://t.co/GxyM816pVX"
713364415618285568,Got a dab in on-stage. #tonightly #studio #stage #dab #nightlyshow #larrywilmore #nightly… https://t.co/AS1l2Chbm1
713364421679120384,// Home for the next few weeks. I'm excited to explore photography in this culture 🙏🏾🙏🏾 and most… https://t.co/f7vR7s6cmB
713364524196167681,"""E Ele morreu por todos, para que os que vivem não vivam mais para… https://t.co/MXhl70pPq5"
713364560174944256,Another 6 am another #footwork #lets go gentleman 🏀👍🇺🇸🇹🇷 #basketballlife #basketballcourt… https://t.co/IVaTw45fnQ
713364618148614145,Today Is The Last Day To Register To Vote In The NY Primary https://t.co/TW1mbNR8Oj
713364624641425409,DEVELOPING: Explosions reported during anti-terror raid in Brussels https://t.co/N0lSpZHcBI
713364634011455488,"Technical Sales Specialist - East - Thermo Fisher Scientific: (#NewYork, NY) https://t.co/kxcSgsUv6c #Sales #Job #Jobs #Hiring #CareerArc"
713364634741256192,"Pharmacy Technician - CVS Health: (#NewYork, NY) https://t.co/aag9nlfYvD #Healthcare #Job #Jobs #Hiring #CareerArc"
713364694753525760,#FrankSinatra 👌🏾👌🏾👌🏾👌🏾 #BillySwerve @ Brooklyn N Y https://t.co/3k18IYrVwy
713364725669691392,"Flowers galore! #easter (@ Whole Foods Market in New York, NY) https://t.co/W58PDo3L7D"
713364750273495041,"In case you needed a reminder. 😉 #good #friday @ New York, New York https://t.co/TzZNkGdOUY"
713364755759570945,#tbt #YankeeStadium #blizzard2016 #snow #vacation2016 @ Yankee Stadium https://t.co/VI7m5OCCFX
713364795584552961,"I'm at Bread &amp; Butter in New York, NY https://t.co/HvhY3ysXE2"
713364797509730304,"Decisions, decisions... #jtdoesnyc  #Wtwjt #bagels #breakfast #lovethisspot… https://t.co/86PKbiurhw"
713364823141011456,A moment captured in time can express the eternal. Capture your moment in our #hoboken #yoga… https://t.co/31pCKQUfUo
713364834545434625,"I'm at The Juice Shop in New York, NY https://t.co/UnwyQhp7so"
713364842007158785,"Money, Jewelry, &amp; Nike Deals™ 💎 @mrflawless1 #dicethegod #mrflawless #tcog #thecityofgods #nike… https://t.co/jtpvADN0SX"
713364856125136897,Our Littles are finally initiated sisters of ΦΣΣ!🌟💙 #Congratulations… https://t.co/n2jpWumZmN
713364892758224897,I just began a running workout using #Endomondo. Peptalk me now @ https://t.co/jCcI2f1FQ7
713364911322173440,Disability Blogger Link-Up  https://t.co/xynJxpFDFa
713364949653987333,"My friend is moving out and leaving this beautiful Two Bedroom wide open! $4,095/month in… https://t.co/BK7ADrSf6D"
713365016414556160,"The Bozzuto Group #RealEstate #Job: General Manager (#Brooklyn, New York) https://t.co/XzbAttkHo3 #Veterans #Jobs #Hiring"
713365074174291968,"Assistant Store Manager - Lowe's Stores: (#NewYork, NY) https://t.co/EFFVes1U6Q #BusinessMgmt #Job #Jobs #Hiring"
713365158203170820,"Thank u for supporting #YourBestAgeIsNow @theinsider this week💋 @ New York, New York https://t.co/TMbA6k3CiF"
713365180218998784,"I'm at Imagine Circle in New York, NY https://t.co/UmBbukMYY2 https://t.co/ZfQoplhNuE"
713365186535628804,“@WhoWhatWear: Your guide to wearing sneakers with EVERY outfit: https://t.co/tWpvrYtcIf” @dolcevita1675 best trend ever...
713365249550843904,#PurityVodka #DanielWellington #Swedish #Brands #Vodka #Watches #DWpopupNYC #Soho #bnw… https://t.co/KAtCB9jSBu
713365250486046720,"#Marketing #Job alert: Digital Marketing Manager - Targeted Platforms | Macy's Retail | #NewYork, NY https://t.co/4MFmlz88O8 #Jobs #Hiring"
713365348012134400,What a beautiful skyline 😍 #brooklynbridge #Brooklyn #View #Manhattan #NewYork #SunnyDay… https://t.co/238ZiS7Y6N
713365349962395648,"This #Retail #job might be a great fit for you: Retail Store Positions - https://t.co/sJsucHKL0C #NewYork, NY #Hiring #CareerArc"
713365352592252928,The word Flush has become a standard in the #francisinteriors vocabulary. #detail from  a… https://t.co/HKL3GUvRcz
713365380400590848,Great to see Bronny and the Cav's last night! (Even though they took ltrain mikeiknowuh @… https://t.co/aSbtnMoV2K
713365479394381824,"Can you recommend anyone for this #job? Assistant F&amp;B Manager I - https://t.co/tyrVgYDYm7 #Ridgefield, NJ #Hospitality #Hiring #CareerArc"
713365480191434752,"Happy to be back!! Thx @sunnywalters (at @SoulCycle West 27th in New York, NY) https://t.co/Uw6m63RChh"
713365490861797377,Leila.  #newyork #portrait @ Harlem https://t.co/SLFFLYZ1sk
713365498554150912,Feliz cumple Racing. Allá y acá sos lo más grande que hay 😍 #RacingClub #AmorDeMiVida #USA @… https://t.co/FFA0Ej9GcS
713365573900574720,I'm at AMC Loews Kips Bay 15 - @amctheatres for Batman v Superman: Dawn of Justice The IMAX 3D Experience https://t.co/21UUOfkNGL
713365651688144896,I just finished running 5.04 miles in 48m:33s with #Endomondo #endorphins https://t.co/4Y8blznfdx
713365663725670400,Just posted a photo @ Orange Music Sound Studio https://t.co/eWYOafq7YA
713366008300494849,"I'm at Moss Café in Bronx, NY https://t.co/nqYsg2nFmm"
713365666502316033,"Mid Century 3 Piece Brocade Sofa!! in Hackensack, New Jersey (via @krrbsale) https://t.co/QOoUXqFe9x"
713365713277296640,I can’t think of anyone who’s quite as much of a pleasure to listen to as @nprAudie
713365716142014464,Where are you trying to get to?  Are you even happy in your pursuits?  It's about the #journey… https://t.co/vCMr63WEJI
713365727047233537,"совершенно случайное и неожиданное селфи, пусть повисит тут👋🏼❣приветики от 🐱 @ Love me once, I… https://t.co/uEUrBYq8YB"
713365759347392514,"This #Finance #job might be a great fit for you: Financial Analyst - https://t.co/WvRnL08yv8 #NettempsJobs #LongIslandCity, NY #Hiring"
713365760240910336,It's so easy to jump on a record when it's hot. Anyone can do that. But whose going to break a… https://t.co/NpK2hNvgIr
713365794730741763,August 2015 (left pic) March 2016 (right pic) When Kelly came to me she told me that she lost… https://t.co/vrk3u6n0cm
713365801072463872,#Repost mentalben 🙏 ・・・ My print in the @anyforty ‘pride refix’ range - which is a re-working of… https://t.co/6Slpxe4FfP
713365838175330304,good friday 💐 #heygret #nyc @ Chelsea/Flower Distirct https://t.co/Yvv3SztoSZ
713365896799105024,"Sold it Mid Century 9 Drawer Dresser by Dixie!! in Hackensack, New Jersey (via @krrbsale) https://t.co/AozvohygMv"
713365904969609217,"I'm at Museum of Modern Art (MoMA) - @museummodernart in New York, NY https://t.co/1dQTkF1b0c"
713365921444835328,Domestic activities- fresh baked Cinnamon Bun Pull-Apart bread for my office today #yum @… https://t.co/K5fd6jUPPP
713365945981358082,Bribes are a part of buiness.. 💸💸 @ Dough https://t.co/tigv8M4wES
713365988264263680,You have only 3 chances to live your life and ride with me this weekend!!!!! Choose to be like… https://t.co/lyTY3Ve3nO
713366014684184576,"#TODAY #Friday, March 25th We Celebrate 2 Amazing Years of S.O.S. FRIDAYS @ CASTRO (104 Dyckman… https://t.co/6KXkXu5ele"
713366025073508352,"Loading up a ton of reviews, interviews ... Technical Difficulties but nothing will stop me from… https://t.co/KvvASsLfFh"
713366085953671168,"Want to work in #NewYork, NY? View our latest opening: https://t.co/cN9tyysA6x #Job #Jobs #Hiring #CareerArc"
713366098138124289,The lines have been drawn in our household. #batmanvsuperman @ AMC… https://t.co/axNseHg47p
713366120753922048,Smith Consulting Architects Completes Pet-Friendly Petco National Support Center https://t.co/YUaJwucgk7 #Architecture #InteriorDesign
713366152190287872,#PAINZandGAINZ &amp; yes they're doing a #warmup to Ante up! 😎💪🏽 #BEASTMODE #couplessession @ Core… https://t.co/4MhmzxDEg6
713366180933844993,3 day weekend already looking lovely 🌷 #nyc #tulips #flashesofdelight #spring #goodfriday… https://t.co/ugScVTBfga
713366184406552576,Wo liegt Newark? https://t.co/slCNr9EDNJ #Newark #quiz
713366184096350209,Brunch of Pastrami Hash at Lenwich Ultimate Sandwich City near Madison Square Garden @ Madison… https://t.co/MS4Z2GNNYK
713366190773641216,#flashbackfriday #Friendsforlife #RockingOut in #Harlem #MalikFundraiser @ #AstorRowCafe @ Astor… https://t.co/DNEQuyST23
713366197564116992,Another day of #physicaltherapy another great view. #anklesurgery #onestepforliberty #nyc… https://t.co/BB508NntnB
713366493728153600,"#updated #G5 #Life @ BROWNSVILLE/EAST NY, BROOKLYN https://t.co/JaJJBQFpLf"
713366222272729089,"Join the WIS International team! See our latest #CustomerService #job opening here: https://t.co/dLn4t3gQKa #Bronx, NY #Hiring #CareerArc"
713366253256196097,"When you realize Friday lands on Pay Day! @ Union Square, Manhattan https://t.co/fRTMYb4Yf7"
713366272201912320,"Ultima día (at @TwitterNYC in New York, NY w/ @abbyg) https://t.co/KBCEgIwSFO"
713366290900115459,"Its #goodfriday  #smiletime @ New York, New York https://t.co/9wkoiTV60m"
713366312265850881,Jeppe Hein interactive sculpture at the Brooklyn Bridge Park #jeppehein #brooklynbridgepark #nyc… https://t.co/su2huAO1Jj
713366566390341632,"#unionsquare  People singing (! @ Union Square, Manhattan https://t.co/07mnZKQiIJ"
713366318053888000,"This #Hospitality #job might be a great fit for you: EXECUTIVE CHEF / WEST ORANGE, NJ - https://t.co/qVpzl46LTA #WESTORANGE, NJ #Hiring"
713366336085168130,The greatest legacy we can leave our children is #happy #memories Such a beautiful day for such… https://t.co/i0RvwaPgUo
713366348613689344,Imagine... #JohnLenon #NewYorkCity #CentralPark #USA @ Central Park https://t.co/QXShMEerZ4
713366386026766336,The best solution to stop #skyscrapers from casting shadows in #centralpark… https://t.co/5DfBFscftQ
713366424887144448,#flashbackfriday #Friendsforlife #RockingOut in #Harlem #MalikFundraiser @ #AstorRowCafe @ Astor… https://t.co/8yreMjaLDK
713367060915433472,"La muerte es vida. Aceptala, deja un legado para la humanidad y vive la vida intensamente porque… https://t.co/gjM5Y7h0gj"
713366425394610176,"Empire State of Mind #healthiswealth (at @ENT_and_Allergy Associates in New York, NY) https://t.co/kN6f2zFih7 https://t.co/i1Oa7yXbP5"
713366435003822080,Next stop tonight - WWE Raw at Madison Square  Garden! Hope to be able to watch it live. @… https://t.co/rBTDSYJLg9
713366454230331392,FREE SHIP FRIDAY! Automatic Free US Shipping March 25-26 on All Sparkly Soul Sports &amp; Fitness… https://t.co/cu5J7Nf6Zv
713366485796651009,Nice work walkingregular make it big - sweet peeps 💚💫🌴💚 @ Brooklyn NY 11206 https://t.co/PUG0FzpOhc
713366488350982144,Just posted a photo @ Bright Horizons at 345 Adams Street https://t.co/vL25xYYWkg
713366513076441088,"Tonight in the heart of Manhattan's Time Square, the LA FAMA Salsa Dance Party!  Admission… https://t.co/XhZpfdu1pv"
713366540033384448,The All American Canadian that is @jadengoetz. Sweet Lord Jesus Friday. #MaleBeauty #body… https://t.co/XGOKL2RJzY
713366554348359681,"Supplemental Health Care: Emergency Department Nurse/ ED RN/ ER RN (#NewYork, NY) https://t.co/6K0MDwkG88 #Nursing #Job #Jobs #Hiring"
713366563114655745,April 5th #TheLegendsConcertSeries  #Continues   These are my #Girls.  Erica &amp; Wendy ame to see… https://t.co/70w78wsoQH
713366633432158208,It's Friday baby !!!!!! Man I can't wait to be like lil man at first base lol !!! @ Lamont Ave… https://t.co/LOK04rZN6h
713366642416336896,#flashbackfriday #Friendsforlife #RockingOut in #Harlem #MalikFundraiser @ #AstorRowCafe @ Astor… https://t.co/daYGlsDwEM
713366643519393793,tonight // 3.25.16   back at mrpurplenyc @hotelindigoles with a sexy friday night dj session.… https://t.co/tOpxKny4jS
713366647663255552,"Join the AvalonBay team! See our latest #Sales #job opening here: https://t.co/fffjLWs4MB #nowhiring #NewYork, NY #Hiring #CareerArc"
713366648095252480,"Want to work at Cognizant? We're #hiring in #Teaneck, NJ! Click for details: https://t.co/SkwpFlStVQ #BusinessMgmt #Job #Jobs #CareerArc"
713366689165893634,"Barista - HMSHost: (#Jamaica, NY) https://t.co/CKqVQhhCsx #Hospitality #Job #Jobs #Hiring #CareerArc"
713366693188210689,"Want to work in #NewYork, New York? View our latest opening: https://t.co/FuhCfNSRKL #ProjectMgmt #Job #Jobs #Hiring #CareerArc"
713366705263755264,True friends never part🎈 #TravelwithJapaninNY #PPOONNinUSA #GPJJEastCoastTrip @ Top Of The Rock NYC https://t.co/Wt8UHNbBQM
713366765246537728,"Good morning, Brooklyn. @ Milk Bar https://t.co/sP8ZSIe0y8"
713366789409755137,"To celebrate Våffeldagen (Waffle Day is Swedish), I promised my entire office I'd cook them… https://t.co/wOGUQh72AO"
713366807348903936,Eileen's hands make a pretty cute heart. Photo thanks to… https://t.co/8krUAKiY0j
713366834851012608,You better believe that you'll be listening to Phife and A Tribe Called Quest on this night. Get… https://t.co/zTt9dMsaBU
713366847408771072,Last night was so LIT!  What a time to be alive!  #nyc #newyork #newyorkcity #newyorknewyork… https://t.co/ZCHlNhh92C
713366869672140800,Just posted a photo @ The High Line https://t.co/osrldC79Iz
713367388918583297,"""Truth existed before words, before humanity, and before this known universe."" -DM RUIZ @ The… https://t.co/S08zL6LhFh"
713366887313313792,Good morning city chickie🐣 check out our excellent reviews on Google &amp; Yelp. Thanks to all who… https://t.co/F20zpGHew2
713366913817116672,Repost of a beautiful photo by inkandpulp (@mumsyapp) 🌿 of @cmagazine's issue no. 4… https://t.co/7rMgNJON2W
713366971153121280,"Interested in a #IT #job near #NewYork, NY? This could be a great fit: https://t.co/03JAqu1lU8 #Hiring #CareerArc"
713366973703294977,"This #Healthcare #job might be a great fit for you: Pharmacy Technician - https://t.co/Ib3yCCrT1G #NewYork, NY #Hiring #CareerArc"
713367032146882561,Hit me up💪💪💪 @ Most Wanted Cuts https://t.co/gltOYtrclm
713367073058111490,""" I Eat What I Kill ""  I go hunting I don't wait for the hunters to bring back food.… https://t.co/HtYKb3IML8"
713367083958939649,"""Houses in the Middle"", Rockaways Rebuild series. Photo © Daryl-Ann Saunders. New series. . .… https://t.co/KGFUrhZ3oF"
713367086274248705,Experiences Give Perspective  https://t.co/7ZsZ3NbaUN
713367090531540992,"️Private Practice‼️ (Book by appt)          310 Orange rd (Beauty Mark Essentials) Montclair,… https://t.co/SHyHznBMR1"
713367109615673344,He kills sessions daily! Jump split squats midair https://t.co/sMnCguInL2 TRAIN NOW #runners… https://t.co/WJi1UcHETY
713367123872100352,"Ok (@ Galloping Hill Golf Course in Kenilworth, NJ) https://t.co/12qEidzD9K"
713367168046514176,Music mood this morning.  #KendrickLamar https://t.co/4W70gleekT
713367254461710336,Just posted a photo @ The High Line https://t.co/Tk4qZtRLTP
713367270072983552,"I am feeling like a king 👑👑👑 @ Dean Street, Brooklyn https://t.co/K8tWpkcxd5"
713367293854490624,"This #Clerical #job might be a great fit for you: Administrative Assistant - https://t.co/7clsOL2fIG #NEWYORK, NY #Hiring #CareerArc"
713367350985302017,Tasting and Theory complete. Time to fuel up for Service! @ Balthazar https://t.co/nLqayDN70B
